id,dataset,category,code,question,answer,prediction,accuracy,completeness,clarity,relevance
q183,codeqa,When,def get Double After First Letter word return float word[ 1 ],When does the code get the double value of the word ?,after the first letter,After the first letter.,4,5,5,5
q184,codeqa,When,def cooperative iter iter try for chunk in iter sleep 0 yield chunk except Exception as err msg ' Error cooperative iterexception%s' % err LOG error msg raise,When does an iterator schedule ?,after each iteration,When an iterator raises an exception.,4,3,4,5
q185,codeqa,When,@pytest mark skipif u'notsix PY 2 ' def test sharedmethod imfunc def foo self passactual foo fooclass Bar object foo sharedmethod actual foo assert Bar foo im func is actual foo assert Bar foo im func is actual foo def foo cls passactual foo 2 fooclass Meta Bar type foo actual foo 2class Bar object metaclass Meta Barfoo sharedmethod actual foo assert Bar foo im func is actual foo 2 assert Bar foo im func is actual foo class Meta Bar type foo Noneclass Bar object metaclass Meta Barfoo sharedmethod actual foo assert Bar foo im func is actual foo assert Bar foo im func is actual foo,When does the im_func of a sharedmethod point to the correct underlying function ?,always,"When the im_func of a sharedmethod points to the correct underlying function, it is when the class is a subclass of the metaclass.",4,4,4,5
q186,codeqa,When,def top last month cls key ids None num None cur month datetime date today replace day 1 last month decrement month cur month q Session query cls filter cls date last month filter cls interval 'month' order by desc cls date desc cls pageview count if ids q q filter getattr cls key in ids else num num or 55 q q limit num return [ getattr r key r unique count r pageview count for r in q all ],When does the code aggregate a listing of the top items ?,last month,When the code aggregates a listing of the top items.,4,5,4,5
q187,codeqa,When,def test nearmiss wrong version version 1000 nm 2 Near Miss version version random state RND SEED assert raises Value Error nm 2 fit sample X Y,When is an error raised ?,when the version is unknown,assert raises ValueError,4,3,4,5
q188,codeqa,When,def to utc time str return pd Timestamp time str tz 'US/ Eastern' tz convert 'UTC',When does the code convert a string in us to utc ?,/ eastern time,When the code converts a string in 'US/Eastern' timezone to UTC.,4,5,4,5
q189,codeqa,When,def render template multiple times request return Http Response render to string 'base html' + render to string 'base html',When does a view render a template ?,multiple times,When a view renders a template.,4,5,4,5
q190,codeqa,When,def run third party auth patch django db models options patch if settings FEATURES get 'ENABLE THIRD PARTY AUTH' False enable third party auth if is comprehensive theming enabled enable theming microsite enable microsites pre startup log django setup autostartup add mimetypes microsite enable microsites log if settings LMS SEGMENT KEY analytics write key settings LMS SEGMENT KE Yif settings FEATURES get 'ENABLE SPECIAL EXAMS' from edx proctoring runtime import set runtime servicefrom lms djangoapps instructor services import Instructor Servicefrom openedx core djangoapps credit services import Credit Serviceset runtime service 'credit' Credit Service set runtime service 'instructor' Instructor Service xmodule x module descriptor global handler url lms xblock runtime handler urlxmodule x module descriptor global local resource url lms xblock runtime local resource urlvalidate lms config settings,When did the code execute ?,during django startup,pre startup,4,3,4,5
q191,codeqa,When,def find closing brace string start pos bracks open 1escaped Falsefor idx char in enumerate string[start pos ] if char ' ' if not escaped bracks open + 1elif char ' ' if not escaped bracks open - 1if not bracks open return start pos + idx + 1 if char '\\' escaped not escaped else escaped False,When does the code find the corresponding closing brace ?,after start_pos,"When the code finds the corresponding closing brace, it returns the position of the closing brace.",4,4,4,5
q192,codeqa,When,def review request closed cb sender user review request type **kwargs siteconfig Site Configuration objects get current if siteconfig get u'mail send review close mail' mail review request review request user close type type,When does the code send e - mail ?,when a review request is closed,"When the code sends e-mail, it is when a review request is closed.",5,5,5,5
q193,codeqa,When,def run after loading view func def run if view is loading sublime set timeout run 10 else sublime set timeout func 10 run,When does the code run a function ?,after the view has finished loading,When the view is loading.,3,2,3,3
q194,codeqa,When,def test uninstall editable and pip install script data script environ['SETUPTOOLS SYS PATH TECHNIQUE'] 'raw'pkg path data packages join 'FS Pkg' script pip 'install' '-e' ' ' expect stderr True cwd pkg path script pip 'install' '--ignore-installed' ' ' expect stderr True cwd pkg path list result script pip 'list' '--format legacy' assert 'FS Pkg 0 1 dev 0 ' in list result stdout uninstall script pip 'uninstall' 'FS Pkg' '-y' assert not any filename endswith ' egg-link' for filename in uninstall files deleted keys uninstall 2 script pip 'uninstall' 'FS Pkg' '-y' assert join script site packages 'FS Pkg egg-link' in uninstall 2 files deleted list uninstall 2 files deleted keys list result 2 script pip 'list' '--format legacy' assert 'FS Pkg' not in list result 2 stdout,When does the code try uninstall ?,after pip install -e after pip install,When the code tries to uninstall.,4,5,4,5
q195,codeqa,When,def get last seen notifications msec user id subscriptions model user models User Subscriptions Model get user id strict False return utils get time in millisecs subscriptions model last checked if subscriptions model and subscriptions model last checked else None,When does the code return ?,the last time,The code returns the time in millisecs when the user's subscriptions were last checked.,4,5,4,5
q196,codeqa,When,def expected cost for region short number region dialing from if isinstance short number Phone Number short number national significant number short number metadata Phone Metadata short metadata for region region dialing from if metadata is None return Short Number Cost UNKNOWN COS Tif is number matching desc short number metadata premium rate return Short Number Cost PREMIUM RAT Eif is number matching desc short number metadata standard rate return Short Number Cost STANDARD RAT Eif is number matching desc short number metadata toll free return Short Number Cost TOLL FRE Eif is emergency number short number region dialing from return Short Number Cost TOLL FRE Ereturn Short Number Cost UNKNOWN COST,When does the code get the expected cost category of a short number ?,when dialled from a region,Short Number Cost UNKNOWN COST,3,3,4,5
q197,codeqa,When,def cb Sent Message result print ' Messagesent' reactor stop,When did the code call ?,when the message has been sent,When the code is executed.,4,3,4,5
q198,codeqa,When,def review published cb sender user review to submitter only request **kwargs siteconfig Site Configuration objects get current if siteconfig get u'mail send review mail' mail review review user to submitter only request,When does the code send e - mail ?,when a review is published,When the code sends e-mail.,4,5,4,5
q199,codeqa,When,def when imported name *hooks global finderfinder when imported name *hooks,When is the code imported ?,when module named c{name,When the code is imported.,4,5,4,5
q200,codeqa,When,def retry on eintr function *args **kw while True try return function *args **kw except IO Error as e if e errno errno EINTR raise,When does the code run a function ?,while getting eintr errors,When the code runs a function.,4,5,4,5
q201,codeqa,When,def test analyze syntax utf 8 test string u'a\xe 3 \u 0201 \U 0001 f 636 b'byte array test string encode 'utf 8 ' result analyze analyze syntax test string encoding 'UTF 8 ' tokens result['tokens']assert tokens[ 0 ]['text']['content'] 'a' offset tokens[ 0 ]['text'] get 'begin Offset' 0 assert byte array[offset offset + 1 ] decode 'utf 8 ' tokens[ 0 ]['text']['content'] assert tokens[ 1 ]['text']['content'] u'\xe 3 ' offset tokens[ 1 ]['text'] get 'begin Offset' 0 assert byte array[offset offset + 2 ] decode 'utf 8 ' tokens[ 1 ]['text']['content'] assert tokens[ 2 ]['text']['content'] u'\u 0201 ' offset tokens[ 2 ]['text'] get 'begin Offset' 0 assert byte array[offset offset + 2 ] decode 'utf 8 ' tokens[ 2 ]['text']['content'] assert tokens[ 3 ]['text']['content'] u'\U 0001 f 636 ' offset tokens[ 3 ]['text'] get 'begin Offset' 0 assert byte array[offset offset + 4 ] decode 'utf 8 ' tokens[ 3 ]['text']['content'] assert tokens[ 4 ]['text']['content'] u'b' offset tokens[ 4 ]['text'] get 'begin Offset' 0 assert byte array[offset offset + 1 ] decode 'utf 8 ' tokens[ 4 ]['text']['content'],When does the code demonstrate the interpretation of the offsets ?,when encoding = utf8,"When the code demonstrates the interpretation of the offsets, after decoding the byte array.",4,4,4,5
